orcid_id,code,country
0000-0002-5482-9477,MIPT,RU
0000-0002-5484-006X,MIPT,RU
0000-0002-5484-4642,MSU,RU
0000-0002-5484-4730,MIPT,RU
0000-0002-5487-2942,SPbSU,RU
0000-0002-5492-1273,MSU,RU
0000-0002-5498-6405,MSU,RU
0000-0002-5506-8294,MIT,CA
0000-0002-5512-6917,SPbSU,RU
0000-0002-5521-1572,SPbSU,RU
0000-0002-5523-8708,MIT,US
0000-0002-5527-5234,MSU,RU
0000-0002-5528-8932,SPbSU,RU
0000-0002-5530-9449,MSU,RU
0000-0002-5532-2248,MIT,US
0000-0002-5532-6185,SPbSU,RU
0000-0002-5535-0513,MIT,US
0000-0002-5535-0513,MIT,US
0000-0002-5535-8304,MIT,US
0000-0002-5535-8304,MIT,US
0000-0002-5543-5103,SPbSU,RU
0000-0002-5549-0030,MSU,RU
0000-0002-5553-3299,MIPT,UA
0000-0002-5553-3790,MIT,US
0000-0002-5553-3790,MIT,US
0000-0002-5554-4342,MSU,UA
0000-0002-5558-8134,MIT,TW
0000-0002-5559-1050,MIT,CY
0000-0002-5559-4286,MIT,US
0000-0002-5559-4286,MIT,US
0000-0002-5560-6451,MIT,DE
0000-0002-5561-6932,MIT,IT
0000-0002-5562-5345,MIT,US
0000-0002-5562-5345,MIT,US
0000-0002-5567-4366,MIT,US
0000-0002-5569-958X,MIPT,RU
0000-0002-5569-958X,MIPT,RU
0000-0002-5570-7666,MIT,US
0000-0002-5576-4361,MIT,US
0000-0002-5576-4361,MIT,US
0000-0002-5577-683X,MIT,US
0000-0002-5577-683X,MIT,US
0000-0002-5582-0028,MIT,US
0000-0002-5582-0028,MIT,US
0000-0002-5582-2859,MSU,AU
0000-0002-5582-2859,MSU,AU
0000-0002-5583-8391,SPbSU,RU
0000-0002-5585-9280,MIT,US
0000-0002-5586-0126,MSU,RU
0000-0002-5598-5308,MIT,US
0000-0002-5598-9018,MIT,US
0000-0002-5602-658X,SPbSU,RU
0000-0002-5608-9935,MIT,US
0000-0002-5609-7572,MIPT,RU
0000-0002-5610-4736,MSU,RU
0000-0002-5611-052X,MIT,US
0000-0002-5612-2627,MSU,GB
0000-0002-5612-3240,MSU,RU
0000-0002-5614-5861,MSU,RU
0000-0002-5614-5861,MSU,RU
0000-0002-5614-8317,MSU,CA
0000-0002-5614-8317,MSU,CA
0000-0002-5615-1823,MIT,US
0000-0002-5615-9104,MSU,SE
0000-0002-5615-9104,MSU,SE
0000-0002-5629-7283,MIT,FR
0000-0002-5633-1322,SPbSU,RU
0000-0002-5634-9426,MSU,RU
0000-0002-5638-255X,MSU,RU
0000-0002-5640-9599,MSU,RU
0000-0002-5648-6615,MIT,NL
0000-0002-5649-0913,MIPT,US
0000-0002-5651-3708,MIT,US
0000-0002-5652-2348,MSU,RU
0000-0002-5656-4310,MSU,RU
0000-0002-5656-4310,MSU,RU
0000-0002-5657-2820,MIT,US
0000-0002-5658-0943,MIT,US
0000-0002-5658-0943,MIT,US
0000-0002-5661-0022,MIT,US
0000-0002-5662-4360,MIT,US
0000-0002-5662-9700,SPbSU,FI
0000-0002-5662-9700,SPbSU,FI
0000-0002-5664-4708,SPbSU,RU
0000-0002-5665-3495,SPbSU,RU
0000-0002-5665-7074,MSU,RU
0000-0002-5668-5219,MIT,US
0000-0002-5672-3414,MIPT,US
0000-0002-5672-3414,MIPT,US
0000-0002-5672-4695,SPbSU,RU
0000-0002-5673-8237,SPbSU,RU
0000-0002-5674-3327,MIPT,RU
0000-0002-5681-1190,MIT,US
0000-0002-5692-3125,MIT,US
0000-0002-5693-1002,MIT,US
0000-0002-5696-8665,MIT,US
0000-0002-5697-9903,SPbSU,RU
0000-0002-5698-5406,MSU,RU
0000-0002-5699-7634,MIPT,RU
0000-0002-5699-7634,MIPT,RU
0000-0002-5704-9417,MSU,RU
0000-0002-5704-9732,MIPT,RU
0000-0002-5705-9682,MIT,US
0000-0002-5709-7785,MSU,RU
0000-0002-5710-0323,MIT,PK
0000-0002-5712-8297,MSU,RU
0000-0002-5712-9222,MIT,US
0000-0002-5714-887X,SPbSU,RU
0000-0002-5721-0792,MIT,US
0000-0002-5723-4305,SPbSU,RU
0000-0002-5726-538X,MSU,RU
0000-0002-5728-4396,MSU,RU
0000-0002-5728-7175,MIT,US
0000-0002-5731-4559,MIT,US
0000-0002-5731-7813,MIT,US
0000-0002-5732-3471,MIT,US
0000-0002-5733-6758,MIT,US
0000-0002-5735-4059,MIPT,RU
0000-0002-5735-6898,MSU,RU
0000-0002-5738-4645,MIT,US
0000-0002-5742-9516,SPbSU,RU
0000-0002-5753-8990,MIT,US
0000-0002-5755-1992,MIT,US
0000-0002-5755-2274,MIT,US
0000-0002-5758-0099,MIPT,RU
0000-0002-5759-524X,MIT,FR
0000-0002-5759-524X,MIT,FR
0000-0002-5762-6616,MIT,US
0000-0002-5767-9427,SPbSU,RU
0000-0002-5767-9531,MIT,US
0000-0002-5773-4721,MIT,US
0000-0002-5775-7835,MIT,US
0000-0002-5782-9544,MIT,US
0000-0002-5783-1097,MIT,US
0000-0002-5793-4002,SPbSU,RU
0000-0002-5797-6245,MIT,US
0000-0002-5801-2827,MSU,RU
0000-0002-5801-2827,MSU,RU
0000-0002-5802-9733,MSU,RU
0000-0002-5804-8811,MSU,AU
0000-0002-5804-8811,MIPT,AU
0000-0002-5808-8784,MIT,BR
0000-0002-5809-4738,SPbSU,RU
0000-0002-5809-7621,MSU,US
0000-0002-5812-9515,MSU,RU
0000-0002-5812-9515,MSU,RU
0000-0002-5815-8711,MIT,US
0000-0002-5815-9554,MIT,US
0000-0002-5818-1938,MIT,US
0000-0002-5819-0471,MSU,RU
0000-0002-5827-3306,MIT,US
0000-0002-5831-1886,MIT,US
0000-0002-5834-1161,MIT,US
0000-0002-5834-1161,MIT,US
0000-0002-5835-5870,MIT,US
0000-0002-5838-4305,MIT,US
0000-0002-5841-8085,MSU,RU
0000-0002-5848-5907,MIT,IT
0000-0002-5849-5910,MIT,US
0000-0002-5852-4216,MSU,RU
0000-0002-5852-7089,SPbSU,RU
0000-0002-5854-8701,SPbSU,RU
0000-0002-5854-8701,SPbSU,RU
0000-0002-5856-8788,MSU,RU
0000-0002-5859-0360,MSU,RU
0000-0002-5864-5253,MIT,US
0000-0002-5869-1989,SPbSU,RU
0000-0002-5872-5501,MSU,RU
0000-0002-5872-5501,MSU,RU
0000-0002-5879-1971,SPbSU,RU
0000-0002-5880-1199,MIT,US
0000-0002-5884-5888,MSU,RU
0000-0002-5887-2253,MIT,US
0000-0002-5896-5249,MSU,RU
0000-0002-5896-5249,MSU,RU
0000-0002-5899-973X,MSU,RU
0000-0002-5899-973X,MSU,RU
0000-0002-5899-9916,SPbSU,RU
0000-0002-5900-2022,MIT,US
0000-0002-5901-0639,SPbSU,RU
0000-0002-5904-1654,MSU,RU
0000-0002-5917-6209,MIT,US
0000-0002-5918-5658,MIT,US
0000-0002-5918-5658,MIT,US
0000-0002-5919-5338,MSU,RU
0000-0002-5925-9602,MIT,GB
0000-0002-5925-9901,MIT,CA
0000-0002-5929-1899,MIPT,DK
0000-0002-5934-8795,MIT,US
0000-0002-5937-0319,MIT,US
0000-0002-5937-0319,MIT,US
0000-0002-5938-1579,SPbSU,RU
0000-0002-5938-9706,SPbSU,RU
0000-0002-5942-0195,MIT,US
0000-0002-5943-6672,MSU,RU
0000-0002-5944-3346,MIT,US
0000-0002-5948-9790,MIT,KR
0000-0002-5949-1276,MIPT,FI
0000-0002-5950-353X,MIT,US
0000-0002-5951-3682,MSU,RU
0000-0002-5962-1237,MIT,US
0000-0002-5964-5896,SPbSU,RU
0000-0002-5972-8878,MIT,US
0000-0002-5978-1513,MIPT,RU
0000-0002-5978-1564,MSU,RU
0000-0002-5985-0347,SPbSU,RU
0000-0002-5989-0242,MIT,US
0000-0002-5989-0242,MIT,US
0000-0002-5989-3574,MIT,GB
0000-0002-5991-4048,MIT,CO
0000-0002-5999-2978,MIT,US
0000-0002-6000-2337,MIT,US
0000-0002-6006-5215,MIT,US
0000-0002-6007-6440,MSU,RU
0000-0002-6007-6440,MSU,RU
0000-0002-6009-5449,SPbSU,RU
0000-0002-6011-3504,MIT,TR
0000-0002-6011-6190,MIT,US
0000-0002-6030-7667,SPbSU,RU
0000-0002-6032-4926,MIT,US
0000-0002-6033-5166,MSU,RU
0000-0002-6033-5609,SPbSU,RU
0000-0002-6034-7079,SPbSU,US
0000-0002-6034-9429,SPbSU,RU
0000-0002-6036-1161,MIT,US
0000-0002-6040-3173,MIT,US
0000-0002-6040-9946,MSU,UA
0000-0002-6042-9437,MIT,CA
0000-0002-6042-9437,MIT,CA
0000-0002-6042-9437,MIT,CA
0000-0002-6045-4624,MSU,RU
0000-0002-6049-9101,MIT,US
0000-0002-6054-8524,MIT,SG
0000-0002-6057-9769,MIT,US
0000-0002-6057-9769,MIT,US
0000-0002-6060-7942,MSU,BE
0000-0002-6060-7942,MSU,BE
0000-0002-6060-7942,MSU,BE
0000-0002-6060-7942,MSU,BE
0000-0002-6061-5360,MSU,MY
0000-0002-6065-9785,SPbSU,RU
0000-0002-6067-3659,MIT,US
0000-0002-6069-3502,MSU,RU
0000-0002-6074-2036,SPbSU,RU
0000-0002-6077-0643,MIT,US
0000-0002-6081-0043,MSU,RU
0000-0002-6083-8548,MSU,US
0000-0002-6083-8548,MSU,US
0000-0002-6083-8548,MSU,US
0000-0002-6083-8548,MSU,US
0000-0002-6084-1608,MIPT,RU
0000-0002-6085-1371,MIT,US
0000-0002-6095-5138,MIT,KR
0000-0002-6095-5138,MIT,KR
0000-0002-6100-0309,SPbSU,RU
0000-0002-6100-1571,MSU,RU
0000-0002-6100-1571,MSU,RU
0000-0002-6104-9655,MSU,RU
0000-0002-6105-9140,MIPT,RU
0000-0002-6110-823X,SPbSU,RU
0000-0002-6112-3501,MSU,RU
0000-0002-6112-3501,MSU,RU
0000-0002-6112-3501,MSU,RU
0000-0002-6112-3501,MSU,RU
0000-0002-6120-7836,MIPT,RU
0000-0002-6120-7836,MIPT,RU
0000-0002-6122-6770,SPbSU,RU
0000-0002-6123-7154,MIT,US
0000-0002-6123-7154,MIT,US
0000-0002-6123-7154,MIT,US
0000-0002-6124-8056,MIT,US
0000-0002-6126-7302,MIT,US
0000-0002-6132-3052,MIPT,BY
0000-0002-6133-5635,MSU,RU
0000-0002-6135-6401,MIPT,RU
0000-0002-6135-6401,MIPT,RU
0000-0002-6137-8280,MSU,US
0000-0002-6141-2637,MIT,US
0000-0002-6141-3445,MSU,RU
0000-0002-6141-9361,MSU,RU
0000-0002-6141-9361,MSU,RU
0000-0002-6143-2478,MIPT,RU
0000-0002-6144-660X,MIT,US
0000-0002-6144-660X,MIT,US
0000-0002-6148-8412,SPbSU,RU
0000-0002-6150-9308,MIPT,RU
0000-0002-6150-9308,MIPT,RU
0000-0002-6151-4262,MSU,RU
0000-0002-6156-3822,SPbSU,RU
0000-0002-6157-621X,MIT,US
0000-0002-6158-2249,MSU,RU
0000-0002-6158-2249,MSU,RU
0000-0002-6166-3305,MIT,US
0000-0002-6167-1647,MIT,US
0000-0002-6167-8187,MSU,RU
0000-0002-6167-8187,MSU,RU
0000-0002-6171-4715,MIPT,RU
0000-0002-6171-7932,MIT,US
0000-0002-6179-6925,MIT,US
0000-0002-6182-1799,MSU,RU
0000-0002-6185-2827,SPbSU,RU
0000-0002-6191-2447,MIT,US
0000-0002-6192-2207,MIT,US
0000-0002-6192-2450,SPbSU,RU
0000-0002-6196-8408,MIT,US
0000-0002-6197-3258,SPbSU,US
0000-0002-6198-9858,SPbSU,RU
0000-0002-6199-6855,MIT,US
0000-0002-6199-8906,MIT,IL
0000-0002-6204-8558,MIPT,RU
0000-0002-6207-6153,MIPT,RU
0000-0002-6211-608X,MSU,US
0000-0002-6211-608X,MSU,US
0000-0002-6212-0767,MIPT,US
0000-0002-6216-1171,MSU,RU
0000-0002-6217-6963,SPbSU,RU
0000-0002-6224-3257,MSU,RU
0000-0002-6224-5279,SPbSU,RU
0000-0002-6225-5442,SPbSU,RU
0000-0002-6228-8973,MIT,ES
0000-0002-6234-6918,SPbSU,RU
0000-0002-6234-6918,SPbSU,RU
0000-0002-6236-8324,MIT,US
0000-0002-6239-8072,MIT,US
0000-0002-6240-177X,SPbSU,RU
0000-0002-6241-8336,MIT,US
0000-0002-6241-8336,MIT,US
0000-0002-6242-5851,MIT,US
0000-0002-6242-5894,MIT,US
0000-0002-6244-9810,MIT,US
0000-0002-6253-4847,SPbSU,RU
0000-0002-6255-1161,MSU,BY
0000-0002-6257-2317,MIPT,RU
0000-0002-6257-2317,MIPT,RU
0000-0002-6261-1101,MIT,US
0000-0002-6261-6172,MIT,US
0000-0002-6262-1449,SPbSU,RU
0000-0002-6262-2126,MIT,US
0000-0002-6262-2126,MIT,US
0000-0002-6267-2465,MIPT,RU
0000-0002-6267-2537,MSU,RU
0000-0002-6267-2537,MSU,RU
0000-0002-6270-1588,MSU,RU
0000-0002-6270-1588,MSU,RU
0000-0002-6280-3066,MIT,US
0000-0002-6286-0239,MSU,RU
0000-0002-6288-4492,SPbSU,RU
0000-0002-6288-7570,MIPT,RU
0000-0002-6290-019X,MIPT,RU
0000-0002-6292-4167,SPbSU,RU
0000-0002-6303-2398,SPbSU,RU
0000-0002-6304-7434,SPbSU,AU
0000-0002-6305-0801,MIT,US
0000-0002-6313-6357,MIT,US
0000-0002-6313-6680,MSU,US
0000-0002-6313-6680,MSU,US
0000-0002-6318-667X,MIT,US
0000-0002-6319-5656,MIT,US
0000-0002-6319-5656,MIT,US
0000-0002-6327-5867,MIT,US
0000-0002-6328-2522,MSU,RU
0000-0002-6328-2522,MSU,RU
0000-0002-6338-4369,MSU,RU
0000-0002-6338-4369,MSU,RU
0000-0002-6339-0718,MIT,US
0000-0002-6339-6271,MSU,SE
0000-0002-6339-6271,MSU,SE
0000-0002-6346-5919,MIT,US
0000-0002-6353-6721,MSU,AT
0000-0002-6353-6721,MSU,AT
0000-0002-6355-7282,MSU,RU
0000-0002-6355-7282,MSU,RU
0000-0002-6357-5472,MIT,US
0000-0002-6358-1231,MSU,RU
0000-0002-6358-1231,MSU,RU
0000-0002-6365-4867,MIT,US
0000-0002-6366-4491,MSU,RU
0000-0002-6371-4591,SPbSU,RU
0000-0002-6376-0504,SPbSU,RU
0000-0002-6383-8594,MIT,US
0000-0002-6383-8594,MIT,US
0000-0002-6384-5743,MIT,US
0000-0002-6390-2584,MIT,US
0000-0002-6392-1662,MSU,RU
0000-0002-6393-7787,MSU,RU
0000-0002-6393-7787,MSU,RU
0000-0002-6394-1364,MSU,RU
0000-0002-6396-067X,MIT,US
0000-0002-6396-4371,MIT,SG
0000-0002-6396-4371,MIT,SG
0000-0002-6397-5417,MIT,US
0000-0002-6399-5776,MIT,US
0000-0002-6401-4124,MIT,US
0000-0002-6402-615X,MIT,CH
0000-0002-6402-615X,MIT,CH
0000-0002-6403-6593,MIT,US
0000-0002-6403-6593,MIT,US
0000-0002-6405-0280,MSU,RU
0000-0002-6405-0280,MSU,RU
0000-0002-6406-7832,MIT,US
0000-0002-6407-8646,MIT,US
0000-0002-6409-2392,MIPT,US
0000-0002-6410-3784,MIT,US
0000-0002-6411-7318,SPbSU,RU
0000-0002-6412-9829,MSU,RU
0000-0002-6412-9829,MSU,RU
0000-0002-6422-8712,MSU,RU
0000-0002-6425-2181,MSU,CH
0000-0002-6427-2625,MIPT,RU
0000-0002-6427-2625,MIPT,RU
0000-0002-6427-2625,MIPT,RU
0000-0002-6438-5064,MIT,US
0000-0002-6442-0720,MIPT,RU
0000-0002-6445-8390,MSU,RU
0000-0002-6446-8054,MIT,US
0000-0002-6460-9427,MSU,RU
0000-0002-6460-9427,MSU,RU
0000-0002-6463-3179,MIPT,RU
0000-0002-6466-0476,MIT,US
0000-0002-6466-0476,MIT,US
0000-0002-6466-0476,MIT,US
0000-0002-6471-5158,SPbSU,RU
0000-0002-6471-5158,SPbSU,RU
0000-0002-6472-9701,MSU,RU
0000-0002-6472-9701,MSU,RU
0000-0002-6474-1276,MIT,US
0000-0002-6475-1984,MIT,US
0000-0002-6479-8491,SPbSU,RU
0000-0002-6480-4433,MIT,US
0000-0002-6480-8290,MIT,US
0000-0002-6481-1246,MSU,RU
0000-0002-6481-2978,MIT,US
0000-0002-6481-2978,MIT,US
0000-0002-6481-2978,MIT,US
0000-0002-6481-667X,SPbSU,RU
0000-0002-6483-9177,MIT,US
0000-0002-6487-1329,MIT,US
0000-0002-6490-1495,SPbSU,US
0000-0002-6492-2237,MIT,JP
0000-0002-6498-549X,MIT,US
0000-0002-6505-1293,SPbSU,RU
0000-0002-6505-7003,SPbSU,RU
0000-0002-6507-2641,MSU,RU
0000-0002-6508-0385,MIT,US
0000-0002-6508-663X,MSU,RU
0000-0002-6512-4632,MSU,RU
0000-0002-6512-4632,MSU,RU
0000-0002-6524-6488,MSU,RU
0000-0002-6527-6361,MIT,US
0000-0002-6536-9277,SPbSU,RU
0000-0002-6542-5611,MIT,US
0000-0002-6547-6259,SPbSU,RU
0000-0002-6548-9439,MSU,IL
0000-0002-6548-9439,MSU,IL
0000-0002-6549-7033,SPbSU,RU
0000-0002-6549-9303,MIT,US
0000-0002-6550-8935,MIT,US
0000-0002-6551-733X,SPbSU,RU
0000-0002-6552-3481,MIT,US
0000-0002-6553-0876,MIT,US
0000-0002-6553-0876,MIT,US
0000-0002-6553-229X,SPbSU,RU
0000-0002-6557-2064,MSU,RU
0000-0002-6560-349X,MIT,US
0000-0002-6560-349X,MIT,US
0000-0002-6560-5946,SPbSU,RU
0000-0002-6561-0200,MSU,RU
0000-0002-6562-7715,MIT,GB
0000-0002-6565-8300,MIT,US
0000-0002-6565-8300,MIT,US
0000-0002-6565-8300,MIT,US
0000-0002-6565-8300,MIT,US
0000-0002-6572-5139,SPbSU,PR
0000-0002-6574-4102,MIT,US
0000-0002-6574-7848,MIT,DE
0000-0002-6575-5696,MIPT,RU
0000-0002-6577-1039,MSU,RU
0000-0002-6577-1821,MIT,US
0000-0002-6582-3329,MSU,RU
0000-0002-6584-2570,MSU,RU
0000-0002-6586-0453,MSU,RU
0000-0002-6588-7795,MSU,CA
0000-0002-6590-644X,MSU,RU
0000-0002-6592-1471,MIT,US
0000-0002-6593-1522,MIT,US
0000-0002-6593-1792,MIT,US
0000-0002-6599-6844,MSU,RU
0000-0002-6604-8408,MIT,US
0000-0002-6604-8408,MIT,US
0000-0002-6605-8104,MIT,US
0000-0002-6608-0424,MSU,RU
0000-0002-6609-8712,MIT,US
0000-0002-6610-2785,SPbSU,RU
0000-0002-6612-1062,MSU,CA
0000-0002-6612-1062,MSU,CA
0000-0002-6612-1062,MSU,CA
0000-0002-6613-6619,MIT,CY
0000-0002-6613-6619,MIT,CY
0000-0002-6616-0328,MIT,US
0000-0002-6616-9867,MIT,US
0000-0002-6617-5116,MSU,RU
0000-0002-6617-5116,MSU,RU
0000-0002-6620-2997,MIT,US
0000-0002-6621-0911,SPbSU,RU
0000-0002-6622-0028,MSU,RU
0000-0002-6622-0028,MSU,RU
0000-0002-6622-8214,MSU,RU
0000-0002-6622-8214,MSU,RU
0000-0002-6623-6601,MSU,RU
0000-0002-6623-6601,MSU,RU
0000-0002-6624-9293,MIT,US
0000-0002-6625-6792,MIT,US
0000-0002-6634-2682,MIPT,RU
0000-0002-6637-027X,MSU,AT
0000-0002-6637-027X,MSU,AT
0000-0002-6637-8204,SPbSU,RU
0000-0002-6637-8204,SPbSU,RU
0000-0002-6637-8204,SPbSU,RU
0000-0002-6644-3731,MIT,US
0000-0002-6645-7543,MSU,RU
0000-0002-6646-3927,SPbSU,RU
0000-0002-6647-2866,SPbSU,RU
0000-0002-6648-7136,MIPT,US
0000-0002-6648-7136,MIPT,US
0000-0002-6650-7643,MIT,TR
0000-0002-6650-9059,MIT,US
0000-0002-6650-9120,MSU,RU
0000-0002-6650-9120,MSU,RU
0000-0002-6651-2661,MIT,US
0000-0002-6658-9140,MSU,US
0000-0002-6659-0934,MSU,RU
0000-0002-6665-6083,MIPT,RU
0000-0002-6666-3291,MIT,US
0000-0002-6670-679X,MSU,RU
0000-0002-6675-4011,SPbSU,RU
0000-0002-6680-4787,MIT,US
0000-0002-6683-285X,MIT,US
0000-0002-6683-3828,SPbSU,RU
0000-0002-6689-8189,MIT,US
0000-0002-6690-8922,MIT,AU
0000-0002-6694-2231,MSU,RU
0000-0002-6694-5539,MIT,US
0000-0002-6695-3811,MIPT,RU
0000-0002-6700-8184,MIPT,RU
0000-0002-6701-0487,MSU,RU
0000-0002-6705-7242,MIPT,RU
0000-0002-6708-3598,SPbSU,RU
0000-0002-6708-5323,SPbSU,US
0000-0002-6710-3755,SPbSU,DE
0000-0002-6710-4336,MSU,IN
0000-0002-6710-6411,MIT,US
0000-0002-6712-8856,MIT,US
0000-0002-6713-069X,MSU,RU
0000-0002-6716-9260,SPbSU,RU
0000-0002-6719-7085,MIT,US
0000-0002-6725-0093,MIT,US
0000-0002-6726-142X,MSU,RU
0000-0002-6726-142X,MSU,RU
0000-0002-6731-5395,MSU,RU
0000-0002-6731-5395,MSU,RU
0000-0002-6731-5395,MSU,RU
0000-0002-6734-7039,SPbSU,RU
0000-0002-6737-7254,MIT,US
0000-0002-6739-269X,MIT,US
0000-0002-6741-9741,MIT,US
0000-0002-6743-5709,MIT,US
0000-0002-6744-0567,MSU,RU
0000-0002-6744-7662,MIPT,RU
0000-0002-6745-5400,MIT,US
0000-0002-6746-9829,MIT,US
0000-0002-6747-9787,MIT,KR
0000-0002-6749-950X,MIPT,RU
0000-0002-6760-2394,MIT,US
0000-0002-6762-7313,MIT,US
0000-0002-6764-683X,MIPT,GB
0000-0002-6766-312X,MIPT,RU
0000-0002-6768-4473,SPbSU,RU
0000-0002-6774-6806,MIT,US
0000-0002-6781-2105,SPbSU,RU
0000-0002-6782-1669,MSU,RU
0000-0002-6782-7139,MIT,US
0000-0002-6788-386X,SPbSU,RU
0000-0002-6795-6336,MIT,US
0000-0002-6795-6440,MIT,US
0000-0002-6801-7031,MSU,FR
0000-0002-6802-168X,MIT,US
0000-0002-6809-9380,MIT,US
0000-0002-6810-774X,MIPT,RU
0000-0002-6816-3768,MIPT,RU
0000-0002-6816-6926,MIPT,RU
0000-0002-6817-9911,MSU,CH
0000-0002-6817-9911,MSU,CH
0000-0002-6819-9779,MSU,RU
0000-0002-6819-9779,MSU,RU
0000-0002-6823-3586,MIT,US
0000-0002-6827-9584,MIPT,RU
0000-0002-6828-5765,MSU,RU
0000-0002-6830-9050,MSU,RU
0000-0002-6832-0508,MIT,IN
0000-0002-6833-3480,MIT,US
0000-0002-6837-6069,SPbSU,GB
0000-0002-6840-8702,MIT,US
0000-0002-6843-0563,MIT,US
0000-0002-6851-5380,MIT,US
0000-0002-6853-6413,SPbSU,RU
0000-0002-6855-2288,SPbSU,RU
0000-0002-6856-2179,SPbSU,RU
0000-0002-6857-1286,MIT,US
0000-0002-6857-9704,MSU,RU
0000-0002-6859-3047,MSU,RU
0000-0002-6859-3047,MSU,RU
0000-0002-6859-3047,MSU,RU
0000-0002-6864-0843,MIPT,RU
0000-0002-6864-5804,MSU,US
0000-0002-6864-5804,MSU,US
0000-0002-6866-7114,MIT,US
0000-0002-6868-8601,SPbSU,RU
0000-0002-6875-1543,MIT,US
0000-0002-6877-5510,MIT,US
0000-0002-6878-488X,MIT,US
0000-0002-6878-6180,MSU,MX
0000-0002-6878-6180,MSU,MX
0000-0002-6878-6180,MSU,MX
0000-0002-6881-660X,MIT,US
0000-0002-6882-9953,MSU,RU
0000-0002-6885-4489,MIT,US
0000-0002-6886-7247,MSU,TJ
0000-0002-6886-7247,MSU,TJ
0000-0002-6893-1739,MSU,RU
0000-0002-6893-1739,MSU,RU
0000-0002-6894-2139,MIPT,RU
0000-0002-6895-6362,MIPT,RU
0000-0002-6896-7897,MSU,RU
0000-0002-6896-7897,MSU,RU
0000-0002-6897-7171,SPbSU,RU
0000-0002-6900-1584,MIT,SG
0000-0002-6902-7186,MSU,RU
0000-0002-6902-7186,MSU,RU
0000-0002-6915-0344,SPbSU,RU
0000-0002-6915-1486,MIT,US
0000-0002-6917-2308,MIT,US
0000-0002-6922-3670,MSU,KZ
0000-0002-6925-2367,MSU,RU
0000-0002-6933-0820,MSU,RU
0000-0002-6937-3193,MSU,RU
0000-0002-6942-9951,MSU,RU
0000-0002-6942-9951,MSU,RU
0000-0002-6943-4769,MIT,CN
0000-0002-6943-9287,MSU,RU
0000-0002-6944-5150,SPbSU,RU
0000-0002-6944-5177,MIT,US
0000-0002-6945-2131,MSU,RU
0000-0002-6945-7071,MSU,RU
0000-0002-6954-1986,MSU,SE
0000-0002-6954-1986,MSU,SE
0000-0002-6956-2437,MIT,US
0000-0002-6961-5244,MIT,US
0000-0002-6963-2263,MSU,RU
0000-0002-6963-2263,MSU,RU
0000-0002-6968-5090,MSU,RU
0000-0002-6968-5090,MSU,RU
0000-0002-6973-3152,MIT,US
0000-0002-6980-1290,SPbSU,RU
0000-0002-6980-1290,SPbSU,RU
0000-0002-6983-7250,MIT,US
0000-0002-6983-7250,MIT,US
0000-0002-6984-3511,MSU,RU
0000-0002-6984-6499,MIT,US
0000-0002-6986-3352,SPbSU,RU
0000-0002-6992-2965,MIPT,RU
0000-0002-6992-7862,MIPT,RU
0000-0002-6993-6961,MIPT,RU
0000-0002-6994-3109,MSU,RU
0000-0002-6994-4750,MIT,US
0000-0002-6994-8663,SPbSU,RU
0000-0002-6996-1251,MIT,US
0000-0002-7002-1646,MSU,RU
0000-0002-7002-1646,MSU,RU
0000-0002-7005-2581,MSU,RU
0000-0002-7005-3322,MIT,US
0000-0002-7009-4319,MSU,RU
0000-0002-7020-7061,MIT,US
0000-0002-7021-4616,MSU,RU
0000-0002-7022-3387,MIT,US
0000-0002-7029-5794,MSU,RU
0000-0002-7029-6017,MSU,IT
0000-0002-7029-6017,MSU,IT
0000-0002-7031-5994,MSU,RU
0000-0002-7044-5772,MIT,US
0000-0002-7044-8156,MIT,US
0000-0002-7046-1967,SPbSU,RU
0000-0002-7047-0767,MIT,US
0000-0002-7052-2571,SPbSU,US
0000-0002-7053-8485,SPbSU,RU
0000-0002-7054-3487,MSU,RU
0000-0002-7054-3487,MSU,RU
0000-0002-7055-6368,MIT,US
0000-0002-7060-8420,MSU,RU
0000-0002-7060-8420,MSU,RU
0000-0002-7061-6519,MIT,US
0000-0002-7064-3103,MIPT,RU
0000-0002-7065-3379,MSU,RU
0000-0002-7065-3379,MSU,RU
0000-0002-7068-4028,MSU,RU
0000-0002-7069-8286,MIT,US
0000-0002-7072-7614,MIT,US
0000-0002-7075-6992,MIT,BR
0000-0002-7097-1414,MIT,US
0000-0002-7100-0847,MIT,US
0000-0002-7105-6736,SPbSU,RU
0000-0002-7106-2845,MIT,US
0000-0002-7106-5261,SPbSU,RU
0000-0002-7107-0693,MSU,GB
0000-0002-7117-920X,SPbSU,RU
0000-0002-7119-4362,MIT,US
0000-0002-7129-2587,MIT,US
0000-0002-7132-768X,MIT,US
0000-0002-7132-9108,MIT,US
0000-0002-7134-6266,MIT,US
0000-0002-7137-0637,MIT,US
0000-0002-7141-162X,SPbSU,RU
0000-0002-7141-4847,MSU,RU
0000-0002-7146-5871,SPbSU,RU
0000-0002-7146-5871,SPbSU,RU
0000-0002-7150-0657,MSU,RU
0000-0002-7152-8473,SPbSU,US
0000-0002-7154-0202,MSU,RU
0000-0002-7155-0937,SPbSU,RU
0000-0002-7155-2473,MIPT,DE
0000-0002-7156-6971,MIT,US
0000-0002-7159-8607,SPbSU,RU
0000-0002-7159-8607,SPbSU,RU
0000-0002-7160-6451,MIT,US
0000-0002-7160-6451,MIT,US
